record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
110,older_version,ORION_PROJECT_INSTRUCTIONS__PERSISTENT_DEFAULTS__v1.1.0__2026-02-14.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_INSTRUCTIONS__PERSISTENT_DEFAULTS__v1.1.0__2026-02-14.html,4561,0fd503a708b41b42c33a6a959a21684a9f0826935b0561cb10ad7ba065cb9161,ORION_PROJECT_INSTRUCTIONS__PERSISTENT_DEFAULTS__v1.1.1__2026-02-14.html,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_INSTRUCTIONS__PERSISTENT_DEFAULTS__v1.1.1__2026-02-14.html,5123,12f42d0ba3d58197c31a5738585e923a0eb356a65199a529d9cf47f743dfd9f2,-562,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
111,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.0__2026-02-12.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.0__2026-02-12.md,1759,9193f44d4df860d01e44af7c4f9f575583246edc6fa11f74179389b36f37a283,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-1855,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
112,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.1__2026-02-13.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.1__2026-02-13.html,2634,cdd853a42cde46ea03f73657043427acb14708b706be5261f4f4b59490103d59,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-980,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
113,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.1__2026-02-13.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.1__2026-02-13.md,1955,8a9c2b5d0530a173a153fa8217a8e8cc9c39071fea3806c4db3bf960657bd1bf,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-1659,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
114,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.2__2026-02-14.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.2__2026-02-14.md,2383,12ca53a49949702d995ac98d454b3a9a6a22520db5802fc222f8c5d91f5d0ddf,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-1231,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
115,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.3__2026-02-14.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.3__2026-02-14.md,2517,9cedcbe70cc5c3723ea64188b48e87a3a7d75e98e583cc998800855ad08f689e,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-1097,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
116,older_version,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.6__2026-02-14.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.6__2026-02-14.md,3578,530251a5a5ee2333290cb20e7efe5146a4293f013eab0fec324c51c77c6c08c4,ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,02_DEVELOPMENT/Workshop_Dev/ORION_Workshop_Forge/ORION_PROJECT_SPACE_FRONT_DOOR__NAV__v1.7__2026-02-14.md,3614,b1a2fb77e6695ac25187d1cdcee738fa56ddf10e1942b17f690fa1a95b4febb2,-36,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
117,older_version,ORION_Perplexity_Space_Operational_Library__v2.0__2026-02-07.zip,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION_Perplexity_Space_Operational_Library__v2.0__2026-02-07.zip,89657,63cade5454f9391158e7567ec128444787827b765adf9fd6804ec35452dfbcf4,ORION_Perplexity_Space_Operational_Library__v2.1__2026-02-07.zip,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/ORION_Perplexity_Space_Operational_Library__v2.1__2026-02-07.zip,132980,4489473ce115c16349c64e9e8308f70e8374332fb4c8f5e9040c3c20a2b0611d,-43323,NO,ZIP_has_43_entries_ABSENT_from_canonical,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
118,older_version,ORION__WORKSHOP_PASS__L2_MISC__v1.0.0__2026-02-13__seed-e42b1628.zip,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/Project_Files_GUMAS2_0/ORION__WORKSHOP_PASS__L2_MISC__v1.0.0__2026-02-13__seed-e42b1628.zip,433337,869d72133ef8aa84dfebe0371fe3bb81055cadfc16639d62caa9a7b502754af3,ORION__WORKSHOP_PASS__L2_MISC__v1.0.1__COMPLIANT__2026-02-13.zip,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/ORION__WORKSHOP_PASS__L2_MISC__v1.0.1__COMPLIANT__2026-02-13.zip,437198,0b34357ddf54a120710af07d75af554648fd6f6c700fc5f080c94139423de526,-3861,NO,ZIP_has_2_entries_ABSENT_from_canonical,DO_NOT_DELETE (content NOT preserved by claimed canonical),ZIP: 2 entries exist nowhere else,0
119,older_version,L2_GUMAS_ENGINE__API_REFERENCE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/L2_GUMAS_ENGINE__API_REFERENCE__v1.0.md,4933,fb8a17d6eb976d3c37a867186051d74ced0fbf4a4cc962e1c182ca00401fc39a,L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,7129,73c437fe30966678d39118e4f097690f1c9014549c23d77b2477f47b3c45c2a1,-2196,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,6
120,older_version,ORION__L2_GUMAS_ENGINE__SOURCE_BUNDLE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/ORION__L2_GUMAS_ENGINE__SOURCE_BUNDLE__v1.0.md,128966,17ccd3907207324cdd3b5c5bcd6e67d47181565cdda78e3c1743a89c1bf777c5,ORION__L2_GUMAS_ENGINE__SOURCE_BUNDLE__v1.1__NAMING_INTEGRATED__2026-02-09.md,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/ORION__L2_GUMAS_ENGINE__SOURCE_BUNDLE__v1.1__NAMING_INTEGRATED__2026-02-09.md,131769,23f7e6dd02219011e5710cee8351f7437297c1e250143b8c5c6bd21ea040dec9,-2803,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
121,duplicate_format,ORION_L2_LANGUAGE_ENGINE_INTEGRATION_PACK__v1.3.0__2026-02-09 (1).zip,,,,ORION_L2_LANGUAGE_ENGINE_INTEGRATION_PACK__v1.3.0__2026-02-09.zip,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/ORION_L2_LANGUAGE_ENGINE_INTEGRATION_PACK__v1.3.0__2026-02-09.zip,69527,e9c773e608f0e6b84435a29aa91b8b530f6080f1d51de88d1878647c9b40909f,,NO,,UNVERIFIED (archived file not locatable),,0
122,duplicate_format,engine.py,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/26_engine_1.4/engine.py,99134,d0be3ae2429fec988edb111efcae016396fdaa943e19cfcecff07b3b892c8176,engine.py,02_DEVELOPMENT/Engine/Core_Engine_v1.2/26_Engine_1.2/engine.py,54786,e1531aa243b9c41a8d1a6e47f586d4481af4981fead5b1111583d8715a26f0fd,44348,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
123,duplicate_format,__init__.cpython-310.pyc,,,,__init__.cpython-310.pyc,,,,,NO,,UNVERIFIED (archived file not locatable),,0
124,duplicate_format,__init__.py,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/26_engine_2.0/modules/gumas/__init__.py,1412,81a3a120873df3e7507b6c76210e42746cf00697d3f985b379f7136695a60b38,__init__.py,02_DEVELOPMENT/Engine/Staging_Branches/GUMAS_Staging_v1/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/26_engine_2.0/modules/__init__.py,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1412,NO,CANONICAL_IS_SUBSET_of_archived,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
125,duplicate_format,engine.py,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/26_engine_2.0/modules/gumas/engine.py,64942,5a0517646285fcfc1dd54c229361c69110d13a468e3ac6aa2561ac0f14258598,engine.py,02_DEVELOPMENT/Engine/Core_Engine_v1.2/26_Engine_1.2/engine.py,54786,e1531aa243b9c41a8d1a6e47f586d4481af4981fead5b1111583d8715a26f0fd,10156,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
126,duplicate_format,scenarios.py,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/26_engine_2.0/modules/gumas/scenarios.py,59277,305053324231d9d87650319bbbdbf3899bec7aae0aedfeb6e716b194e0d78648,scenarios.py,02_DEVELOPMENT/Engine/Core_Engine_v1.2/26_Engine_1.2/scenarios.py,18821,3e71fedfba1adbf8600a0661324c4dcc0e8cf79b38b4d4e5c825e08f0fd8c8a2,40456,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
127,duplicate_format,L2_SYSTEM__GUMAS_L2_ReferencePacket_MachineReadable__v0.3.2__2026-02-06__BAY01_1609.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L2_SYSTEM__GUMAS_L2_ReferencePacket_MachineReadable__v0.3.2__2026-02-06__BAY01_1609.html,47954,ec7369b73621ebc1cbf586096ac3a6840e3ef878a2c0f95d31836bfa622f2294,L2_SYSTEM__GUMAS_L2_ReferencePacket_MachineReadable__v0.3.2__2026-02-06__BAY01_1609.md,02_DEVELOPMENT/Engine/Staging_Branches/GUMAS_Staging_v1/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L2_SYSTEM__GUMAS_L2_ReferencePacket_MachineReadable__v0.3.2__2026-02-06__BAY01_1609.md,37069,1cb919052b7c80afa0f3ec05f1c436bdf1a4b35031b30bd4ddeacfd588729869,10885,NO,CANONICAL_IS_SUBSET_of_archived,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
128,duplicate_format,L2_SYSTEM__GUMAS_OriginThread_Synthesis__v0.5.1__2026-02-06__BAY01_1609.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L2_SYSTEM__GUMAS_OriginThread_Synthesis__v0.5.1__2026-02-06__BAY01_1609.html,37309,42b1159cf3ca157628c77da3ef36214b05535cbb929b3fc650d2f9352b55a823,L2_SYSTEM__GUMAS_OriginThread_Synthesis__v0.5.1__2026-02-06__BAY01_1609.md,02_DEVELOPMENT/Engine/Staging_Branches/GUMAS_Staging_v1/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L2_SYSTEM__GUMAS_OriginThread_Synthesis__v0.5.1__2026-02-06__BAY01_1609.md,36206,51a28d7c6c74c0773aefe97e4f430704632e3916a1e355cd562b62a5243111e7,1103,NO,CANONICAL_IS_SUBSET_of_archived,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
129,duplicate_format,L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,1658,252d72e092fdb2c3c2c957383a5691dd0cf567924d9c546f189234d39d766c14,L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,03_SIMULATION/Location_Data/Sim_Locations/L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,1625,e9cd43f068daa9fb9e43f931f58efca1477e538d8efa0009aec4173eec2e8463,33,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
130,duplicate_format,L3_LOG__DRIFT_LOG_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L3_LOG__DRIFT_LOG_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,1245,82a932cd8f51899cf2afe15d54d559dc8e71b217896a35eb50a6fe24b966d739,L3_LOG__DRIFT_LOG_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/L3_LOG__DRIFT_LOG_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,1312,d7f9d1e136c34ed4d5df10fa54002ec86531cd26ad893f522d6ac201d0f9bada,-67,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
131,duplicate_format,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-07__BAY02_1427.md,1031,b57e4217179a9eca3a087cadcd5ad5395f996f3787b955d03288a0909412b778,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,03_SIMULATION/Location_Data/Sim_Locations/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,1369,6280b4d2d8d4da3326019a12195cc73aeba943ce8bbd0ce0bfb844a475734cce,-338,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
132,duplicate_format,REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06.html,5367,c883ea08f17f8f82802c8b8cbde2e51ead53ebccdc9fb96e02e22e8e8e6751a2,REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06 copy.html,02_DEVELOPMENT/Engine/Staging_Branches/GUMAS_Staging_v1/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06 copy.html,5367,c883ea08f17f8f82802c8b8cbde2e51ead53ebccdc9fb96e02e22e8e8e6751a2,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
133,duplicate_format,REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06.md,4493,494656090ae542c8fbf73317fc7b63b4fbf9d96eed4ae19ba903076d86b85288,REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06 copy.html,02_DEVELOPMENT/Engine/Staging_Branches/GUMAS_Staging_v1/GUMAS_Staging/STAGING_CONTEXT_BUNDLE__v1/REPO_CONTEXT__AuroraCloudBankSymbolic__v2.1.0__2026-02-06 copy.html,5367,c883ea08f17f8f82802c8b8cbde2e51ead53ebccdc9fb96e02e22e8e8e6751a2,-874,NO,archived_text_contained_in_canonical,SAFE_TO_DELETE (content preserved in canonical),,0
134,duplicate_format,L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,783,0568a88d9066103ccd662996ba55bf01804bc57722ebacaf136581706048f4c5,L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,03_SIMULATION/Location_Data/Sim_Locations/L3_LOG__CONFLICT_MATRIX_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,1625,e9cd43f068daa9fb9e43f931f58efca1477e538d8efa0009aec4173eec2e8463,-842,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
135,duplicate_format,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0814.md,657,3ec44691849b9d571521c56a8c24042d8a347540097fe4702b53fd6018b6b212,L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,03_SIMULATION/Location_Data/Sim_Locations/L3_QUEUE__PROMOTION_QUEUE_GUMAS_StagingBay__v0.2__2026-02-08__BAY02_0809.md,1369,6280b4d2d8d4da3326019a12195cc73aeba943ce8bbd0ce0bfb844a475734cce,-712,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
136,duplicate_format,L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.data.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.data.json,2742,47aa87cef388793e8f1b9d1a072213b118237f2c2e966b82ef656d330f1f9d51,L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.schema.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.schema.json,1096,212d13cce2eb85b74898e708b09dd409fef690078fe09dcac28ea4935547902f,1646,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
137,duplicate_format,L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.md,4873,fb114ab7e895038e46f53589dfcc70c6f085f0f0ef1765587f7cfa4fe9728b41,L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.schema.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__DOC_CONSUMPTION_ARCHITECTURE__v0.2.0__2026-02-08__BAY02_1012.schema.json,1096,212d13cce2eb85b74898e708b09dd409fef690078fe09dcac28ea4935547902f,3777,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
138,duplicate_format,L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.md,9686,45fabefa503fb551f275db85b81978ce0332dfa9a2380cbd1919a6f121da42be,L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.data.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.data.json,1975,1c1014e7e7d8573cb8747582c995effb0c5d46f2cc0959aa2a06cae89754260a,7711,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
139,duplicate_format,L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.schema.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.schema.json,1423,2565f363167b9155ce09927b47c764b4898bfed6af84f8d66cd56714fba42672,L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.data.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_GOV__WHITEPAPER__ORION_PROPRIETARY_FORMAT__v0.1.0__2026-02-08__BAY02_1012.data.json,1975,1c1014e7e7d8573cb8747582c995effb0c5d46f2cc0959aa2a06cae89754260a,-552,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
140,duplicate_format,L3_IMPL__ENGINE_IMPLEMENTATION_NOTES__v0.1.0__2026-02-08__BAY02_1012.data.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_IMPL__ENGINE_IMPLEMENTATION_NOTES__v0.1.0__2026-02-08__BAY02_1012.data.json,2173,571ff10cb0520f828c3e086f1347ca6c23c89b51234e71cfd3630efd0121e144,L3_IMPL__ENGINE_IMPLEMENTATION_NOTES__v0.1.0__2026-02-08__BAY02_1012.schema.json,05_BUILD_TOOLS/ZipWiz_Packaging/New ZipWiz/ORION_PROPRIETARY_FORMAT_BUNDLE__v0.1.0__2026-02-08__BAY02_1012/library/L3_IMPL__ENGINE_IMPLEMENTATION_NOTES__v0.1.0__2026-02-08__BAY02_1012.schema.json,1478,2e392e9d73ee42193bada6657445a2857e74e963fa53e14c2382d3e36cb4bed6,695,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
